1.598390512236232477e-02,3.299598582218054525e-03,3.957756329823242276e-03,1.174104897577651126e-03,3.293219698192782568e-04,7.120619910756554065e-04,1.469927854437459637e-04,1.763128491336857847e-04,5.230483193566778184e-05,1.467086145340024365e-05,3.462353057828806459e-04,7.147424332972906070e-05,8.573092511374700870e-05,2.543286919697976186e-05,7.133606715537516612e-06,3.981645549282418831e-03,8.219413158882290637e-04,9.858906665892444229e-04,2.924735541185336267e-04,8.203523140145204632e-05,1.115100203993086951e-02,2.301929987671787539e-03,2.761086766316196532e-03,8.191018407425473347e-04,2.297479826823499156e-04
3.427484667217625940e-03,8.130980680854984696e-03,4.332845724524644372e-03,1.815635514872057654e-03,1.691604945816794711e-04,1.526899426539864049e-04,3.622245157666198630e-04,1.930225892865332761e-04,8.088417879675173017e-05,7.535877976068159758e-06,7.424444731969481054e-05,1.761292100271454899e-04,9.385592274581263598e-05,3.932938245501022315e-05,3.664269471039935607e-06,8.537981779789144974e-04,2.025455155757505642e-03,1.079326720392293154e-03,4.522810296712387887e-04,4.213845898166917466e-05,2.391148359764966574e-03,5.672492514485855293e-03,3.022763908006687126e-03,1.266658878110068966e-03,1.180130265861611391e-04
4.148566614010063512e-03,4.133199953259353993e-03,6.703805533112247236e-03,2.063381757214586588e-03,2.924262384030011522e-04,1.848131968169119510e-04,1.841286322523346980e-04,2.986457363922592886e-04,9.192094867579243735e-05,1.302720505195483587e-05,8.986416142778854115e-05,8.953129655883733601e-05,1.452144604774181953e-04,4.469593683063751859e-05,6.334389956478718733e-06,1.033422162364132108e-03,1.029594274503374237e-03,1.669940934948835765e-03,5.139954677652496581e-04,7.284437824907626200e-05,2.894203539214843923e-03,2.883483151170351030e-03,4.676838895299091810e-03,1.439496418911140113e-03,2.040080666144021072e-04
3.392084466392242606e-03,3.498832525655158187e-03,3.865181663000264584e-03,3.648235427873913923e-03,5.334947882737063173e-04,1.511129101771772920e-04,1.558683960888066161e-04,1.721887692497961443e-04,1.625240992609639412e-04,2.376649249720498070e-05,7.347762599138222628e-05,7.578994870962183698e-05,8.372561928705271204e-05,7.902623916170851590e-05,1.155629551961580497e-05,8.449798666225179309e-04,8.715711740536462998e-04,9.628299997928480188e-04,9.087879490604580278e-04,1.328953802612053167e-04,2.366451784766811749e-03,2.440923437187600582e-03,2.696503030947003041e-03,2.545152788817204876e-03,3.721869860206826822e-04
1.507834158555962411e-03,9.374004434330078864e-04,1.575091932833034159e-03,1.292643557719980012e-03,1.438061911234202270e-03,6.717203242473713024e-05,4.175995922625066000e-05,7.016827797927597372e-05,5.758557363891384098e-05,6.406377039681457927e-05,3.266194443478640978e-05,2.030549647838920566e-05,3.411884848075188645e-05,2.800059397557919764e-05,3.115057313961959066e-05,3.756066568532685627e-04,2.335096633092861493e-04,3.923607989452585474e-04,3.220019406398776031e-04,3.582261509077315238e-04,1.051924523401449874e-03,6.539674864767144706e-04,1.098846196948895888e-03,9.017990809312717787e-04,1.003248654378240817e-03
8.602066818140518016e-04,1.775746743990090268e-04,2.129947853070494380e-04,6.318686643315300831e-05,1.772313816542730021e-05,9.030295675205546671e-03,1.864147126676283205e-03,2.235981106939784451e-03,6.633244064993628914e-04,1.860543300928752658e-04,1.437910508473088050e-04,2.968315589208796895e-05,3.560393641643213220e-05,1.056223593266117250e-05,2.962577151510341200e-06,3.299696234120118223e-03,6.811647674647773295e-04,8.170339824410013767e-04,2.423806622562322145e-04,6.798479190829240498e-05,1.414340385840505594e-02,2.919659179760790250e-03,3.502031932580449130e-03,1.038910054298281677e-03,2.914014806108375833e-04
1.844571267149805081e-04,4.375854247024400919e-04,2.331809914393871176e-04,9.771215417481233698e-05,9.103719436782069292e-06,1.936397878382441944e-03,4.593693413180922024e-03,2.447892283392446786e-03,1.025764693432786642e-03,9.556921609221900806e-05,3.083361783552816175e-05,7.314622099974711514e-05,3.897823686509647789e-05,1.633343895878699043e-05,1.521766119827622556e-06,7.075654017177341161e-04,1.678548898215390930e-03,8.944669410127479865e-04,3.748173944411295521e-04,3.492126878006449601e-05,3.032819545401895488e-03,7.194721355880087828e-03,3.833930849125229481e-03,1.606570243624135495e-03,1.496821442220019297e-04
2.232636326356479087e-04,2.224366442273873748e-04,3.607790630024015639e-04,1.110451270263097232e-04,1.573751860301541550e-05,2.343781626955779903e-03,2.335100050766658348e-03,3.787393984739536451e-03,1.165731854376714704e-03,1.652096515683626964e-04,3.732046382732817755e-05,3.718222550068375645e-05,6.030736762404827910e-05,1.856216168062452569e-05,2.630663520172265627e-06,8.564246051544569796e-04,8.532523320320910395e-04,1.383924748210393083e-03,4.259618010562154296e-04,6.036808591076557091e-05,3.670870954642436838e-03,3.657273721219904059e-03,5.931881371741017268e-03,1.825789210017425297e-03,2.587541878449676992e-04
1.825519922028298603e-04,1.882968582506252598e-04,2.080126894826426782e-04,1.963372822763649215e-04,2.871111771953448527e-05,1.916398117500000978e-03,1.976706692314415380e-03,2.183679957311740732e-03,2.061113623626942455e-03,3.014041714094417785e-04,3.051515798244969479e-05,3.147546245747131040e-05,3.477113563824858105e-05,3.281948947372386675e-05,4.799313787224307962e-06,7.002574310774936075e-04,7.222943592532419079e-04,7.979229906556875368e-04,7.531368967960939357e-04,1.101339585234778994e-04,3.001495577128237419e-03,3.095951900642327208e-03,3.420116975633985881e-03,3.228151483129923938e-03,4.720643790829856632e-04
8.114719202397336956e-05,5.044813009108712227e-05,8.476680728033118709e-05,6.956626788274357994e-05,7.739225523650511537e-05,8.518686877016891975e-04,5.295954339985331841e-04,8.898667603584436417e-04,7.302942203110283567e-04,8.124500338485973619e-04,1.356446103142194956e-05,8.432845027175957472e-06,1.416951129710583108e-05,1.162860853543963220e-05,1.293679059134044353e-05,3.112752895225802440e-04,1.935157077935206044e-04,3.251598954932990288e-04,2.668516264839952386e-04,2.968715990620050642e-04,1.334211339012471385e-03,8.294614455620313680e-04,1.393724571663434737e-03,1.143799324498065819e-03,1.272473167744201869e-03
