7.729336612118316817e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.555074431079948295e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.427246323495142569e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.628344838120477069e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.072723261649150620e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.480600222429019140e-03,8.256986074083283791e-03,4.399991613900791979e-03,1.843772325914961934e-03,1.717819661452076475e-04,1.600886787123300282e-03,3.797764483918862361e-03,2.023756820089886443e-03,8.480349843111153682e-04,7.901036094171346564e-05,1.543324468127540853e-04,3.661210086410885637e-04,1.950989565974942455e-04,8.175425967924466379e-05,7.616942325825022778e-06,2.534501895642047274e-03,6.012568384670569088e-03,3.203983903229808312e-03,1.342597298319605191e-03,1.250881144081250965e-04,2.734610096047187296e-03,6.487282663376791464e-03,3.456950158297428851e-03,1.448600268645843826e-03,1.349642788368525103e-04
4.062397570137709323e-03,4.047350087210957112e-03,6.564562134887985678e-03,2.020523669179458137e-03,2.863523117408909940e-04,1.868481922217622758e-03,1.861560898527033761e-03,3.019341525427491051e-03,9.293309884356444443e-04,1.317064882585932675e-04,1.801297813191544311e-04,1.794625645432966835e-04,2.910776509186643380e-04,8.959154794569594083e-05,1.269707811792840664e-05,2.958154825141123562e-03,2.947197555829717680e-03,4.780179886135401887e-03,1.471304011510731705e-03,2.085158968421491478e-04,3.191711974810888548e-03,3.179889588986044378e-03,5.157592582599409593e-03,1.587468847882926712e-03,2.249789900221904485e-04
2.993566120644952817e-03,3.087772906124542933e-03,3.411081590430460001e-03,3.219623239109847823e-03,4.708172628187567771e-04,1.376877590835754762e-03,1.420207588104555009e-03,1.568911997629172939e-03,1.480851569735595983e-03,2.165503324222915488e-04,1.327369863156760757e-04,1.369141864479230431e-04,1.512499380815659057e-04,1.427605299525779915e-04,2.087639358989441519e-05,2.179853623697563473e-03,2.248453078136986114e-03,2.483879849637628950e-03,2.344463793972394530e-03,3.428395014818379368e-04,2.351961045094556196e-03,2.425976677521555613e-03,2.679991254244672681e-03,2.529567790751208363e-03,3.699079348443415805e-04
8.202862433928524623e-04,5.099610483919924178e-04,8.568755637021497349e-04,7.032190655659168897e-04,7.823290089557079306e-04,3.772870553315622161e-04,2.345543446953380999e-04,3.941161525244877423e-04,3.234425209948478606e-04,3.598287920427781228e-04,3.637211254940181545e-05,2.261205865309299208e-05,3.799451069043526208e-05,3.118126532739994190e-05,3.468906006116123728e-05,5.973156656863589644e-04,3.713432055552507165e-04,6.239592603992990139e-04,5.120697410875352847e-04,5.696759838825304163e-04,6.444759235420810658e-04,4.006621106719159475e-04,6.732231275675641799e-04,5.524995212140144637e-04,6.146539877044147285e-04
3.555074431079948295e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.708685084178902386e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.511802135133903265e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.049868248085615401e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.230579824169064487e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600886787123300282e-03,3.797764483918862361e-03,2.023756820089886443e-03,8.480349843111153682e-04,7.901036094171346564e-05,3.020990282605885615e-03,7.166658937925876084e-03,3.818976917683844681e-03,1.600303948736630025e-03,1.490983213491386928e-04,1.581400824685245498e-04,3.751538169430253039e-04,1.999123691940399565e-04,8.377127191869607767e-05,7.804864838470377880e-06,4.727665310990367825e-03,1.121538359511214077e-02,5.976465664640551179e-03,2.504377954819818602e-03,2.333297679995140293e-04,1.004453166132814957e-03,2.382852173421836760e-03,1.269776827301404920e-03,5.320872355460857725e-04,4.957390356616648967e-05
1.868481922217622758e-03,1.861560898527033761e-03,3.019341525427491051e-03,9.293309884356444443e-04,1.317064882585932675e-04,3.525961845426520223e-03,3.512901368269028251e-03,5.697717965787890346e-03,1.753715445695893044e-03,2.485397620779484758e-04,1.845738797066379621e-04,1.838902015939819620e-04,2.982590159855999881e-04,9.180191899506823336e-05,1.301033594779086771e-05,5.517914969961269789e-03,5.497476120767356457e-03,8.916580676792653509e-03,2.744457579258660629e-03,3.889495501998630790e-04,1.172351847569385848e-03,1.168009351763430468e-03,1.894441992554431404e-03,5.830952327346716497e-04,8.263732338580992648e-05
1.376877590835754762e-03,1.420207588104555009e-03,1.568911997629172939e-03,1.480851569735595983e-03,2.165503324222915488e-04,2.598268569463963330e-03,2.680035438768696605e-03,2.960651519660816022e-03,2.794475061032749858e-03,4.086462922955156219e-04,1.360118263922303178e-04,1.402920849317876545e-04,1.549815231698990574e-04,1.462826673599089996e-04,2.139144860417292220e-05,4.066131644056621142e-03,4.194091801302417266e-03,4.633238831658097016e-03,4.373182821719045002e-03,6.395064928457363075e-04,8.639018490354852904e-04,8.910886265735651172e-04,9.843910488100033902e-04,9.291388121620528136e-04,1.358713612844199975e-04
3.772870553315622161e-04,2.345543446953380999e-04,3.941161525244877423e-04,3.234425209948478606e-04,3.598287920427781228e-04,7.119682272834279698e-04,4.426211783163605138e-04,7.437259627421704752e-04,6.103596586382020175e-04,6.790232094528011932e-04,3.726947247259946092e-05,2.316993538320373514e-05,3.893189784793931065e-05,3.195055850005788469e-05,3.554489630740628297e-05,1.114186798294407223e-03,6.926751147411529036e-04,1.163885714953747166e-03,9.551755932437729557e-04,1.062629857226241427e-03,2.367232838180243837e-04,1.471677173267182297e-04,2.472824564556888745e-04,2.029393126912177432e-04,2.257693500504088385e-04
